District,Ad,FM_Numbers,BDI,Short_Description,Number_of_Contracts_Awarded,Contract_Threshold,Major_Work_Types,Minor_Work_Types,Under_Utilized_Work_Groups,Contract_Amount_Limit,Advertisement_Date,Response_Deadline_Date_Time,Shortlist_Selection_Date,Final_Selection_Date,Selection_Method,Standard_Notes
03,23352," 21859426201 
 43769916201",No,CEI Group 23-A in Escambia County,1,Technically Prequalified & Unlimited Audit required," 10.1-Roadway Construction Engineering Inspection 
 10.4-Minor Bridge & Miscellaneous Structures CEI",," GROUP 10-Construction, Engineering, and Inspection (CEI)","$1,014,066.00",05/23/2022,06/13/2022 05:00 PM,06/20/2022,07/05/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
03,23353," 21928726201 
 44404316201 
 44563316201",Yes,CEI Group 23-C in Jackson County,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,,,"$1,018,024.00",06/13/2022,06/27/2022 05:00 PM,07/05/2022,07/18/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 7  
 Standard Note 10 "
03,23354, 22247616201,No,CEI SR 8 (I-10) @ US 29 Interchange in Escambia County,1,Technically Prequalified & Unlimited Audit required," 10.1-Roadway Construction Engineering Inspection 
 10.4-Minor Bridge & Miscellaneous Structures CEI",," GROUP 10-Construction, Engineering, and Inspection (CEI)","$17,027,702.00",03/20/2023,04/03/2023 05:00 PM,04/10/2023,04/24/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
03,23355, 22259366201,No,CEI SR 8 (I-10) Interchange @ SR 61 in  Leon County,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$578,366.00",10/31/2022,11/14/2022 05:00 PM,11/21/2022,12/05/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
03,23356, 40674246201,No,CEI SR 8 (I-10) in Gadsden County,1,Technically Prequalified & Unlimited Audit required, 10.4-Minor Bridge & Miscellaneous Structures CEI,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$510,592.00",03/20/2023,04/03/2023 05:00 PM,04/10/2023,04/24/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
03,23357, 43256816201,No,CEI SR 95 (US 29) in Escambia County,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection, 10.4-Minor Bridge & Miscellaneous Structures CEI," GROUP 10-Construction, Engineering, and Inspection (CEI)","$964,459.00",01/23/2023,02/06/2023 05:00 PM,02/13/2023,02/27/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
03,23358, 43464516201,Yes,CEI SR 10 (US 90) in Gadsden County,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,,,"$746,265.00",09/06/2022,09/20/2022 05:00 PM,09/26/2022,10/10/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 7  
 Standard Note 10 "
03,23359," 43736616201 
 44374426201",No,CEI Group 23-H in Okaloosa County,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,,,"$2,258,060.00",01/03/2023,01/17/2023 05:00 PM,01/23/2023,02/06/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
03,23360, 43974416201,Yes,CEI SR 20 in Bay County,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,,,"$606,209.00",07/18/2022,08/01/2022 05:00 PM,08/08/2022,08/22/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 7  
 Standard Note 10 "
03,23361," 44188516201 
 44402016201 
 44573416201",No,CEI Group 23-F in Okaloosa County,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$618,388.00",09/26/2022,10/10/2022 05:00 PM,10/17/2022,10/31/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
03,23362, 44365026201,No,CEI SR 30 (US 98) in Walton County,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$956,446.00",11/28/2022,12/12/2022 05:00 PM,12/19/2022,01/03/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
03,23363," 44387716201 
 44563116201",No,CEI Group 23-D in Bay County,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$1,306,475.00",08/29/2022,09/12/2022 05:00 PM,09/19/2022,10/03/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
03,23364," 44404516201 
 44565616201",Yes,CEI Group 23-B in Santa Rosa and Okaloosa Counties,1,"Projects less than $500,000 (Technical Qualification only)", 10.1-Roadway Construction Engineering Inspection,,,"$401,517.00",05/31/2022,06/20/2022 05:00 PM,06/27/2022,07/11/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 7  
 Standard Note 10 "
03,23365," 44553716201 
 44553916201",No,CEI Group 23-J in Holmes County,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$1,033,245.00",02/20/2023,03/06/2023 05:00 PM,03/13/2023,03/27/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
03,23366," 44554116201 
 44554216201",No,CEI Group 23-I in Jackson County,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$1,501,235.00",01/09/2023,01/23/2023 05:00 PM,01/30/2023,02/13/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
03,23367," 44559016201 
 44562916201",No,CEI Group 23-K in Santa Rosa and Escambia Counties,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$1,391,074.00",03/06/2023,03/20/2023 05:00 PM,03/27/2023,04/10/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
03,23368, 44559116201,No,CEI SR 10 (US 90) in Santa Rosa County,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$660,464.00",08/08/2022,08/22/2022 05:00 PM,08/29/2022,09/12/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
03,23369, 44563516201,No,CEI SR 8 (I-10) in Jackson County,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$2,607,254.00",10/31/2022,11/14/2022 05:00 PM,11/21/2022,12/05/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
03,23370," 44573216201 
 44573316201 
 44575816201",No,CEI Group 23-G in Okaloosa County,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$1,466,245.00",10/17/2022,10/31/2022 05:00 PM,11/07/2022,11/21/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
03,23371, 44575916201,No,CEI SR 30 (US 98) in Franklin County,1,Technically Prequalified & Unlimited Audit required," 10.1-Roadway Construction Engineering Inspection 
 10.4-Minor Bridge & Miscellaneous Structures CEI",," GROUP 10-Construction, Engineering, and Inspection (CEI)","$851,970.00",12/19/2022,01/03/2023 05:00 PM,01/09/2023,01/23/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
03,23372, 43775716201,No,CEI SR 57 (US 19) in Jefferson County,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$1,509,388.00",04/03/2023,04/17/2023 05:00 PM,04/24/2023,05/08/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
03,23373, 44581516201,No,CEI SR 8 (I-10) in Okaloosa County,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$1,754,937.00",02/27/2023,03/13/2023 05:00 PM,03/20/2023,04/03/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
03,23374, 44759616201,No,CEI SR 30 (US 98) in Bay County,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$1,338,949.00",04/03/2023,04/17/2023 05:00 PM,04/24/2023,05/08/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
03,23375, 40393133201,No,Design SR 57 (US 19) in Jefferson County,1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 7.1-Signing, Pavement Marking & Channelization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing"," GROUP 3-Highway Design - Roadway 
 GROUP 8-Surveying and Mapping 
 GROUP 9-Soil Exploration, Material Testing, and Foundations","$750,000.00",12/05/2022,12/19/2022 05:00 PM,01/09/2023,02/20/2023, Letter of Response and Abbreviated Technical Proposal, Standard Note 8 
03,23376,,No,Continuing Services Resident Compliance Services,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$5,000,000.00",04/25/2022,05/16/2022 05:00 PM,05/23/2022,06/13/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
03,23377," 44105623201 
 44105633201",No,Multilane Design Group 23-13 in Escambia County,1,Technically Prequalified & Unlimited Audit required, 3.2-Major Highway Design," 3.1-Minor Highway Design 
 4.1.1-Miscellaneous Structures 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.2-Design, Right of Way, Construction Surveying 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies 
 15.0-Landscape Architect"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 8-Surveying and Mapping 
 GROUP 9-Soil Exploration, Material Testing, and Foundations 
 GROUP 15-Landscape Architect","$2,000,000.00",11/07/2022,11/21/2022 05:00 PM,12/05/2022,01/16/2023, Letter of Response and Oral Presentation, Standard Note 8 
03,23378, 44563416201,No,CEI SR 155 in Leon County,1,"Projects less than $500,000 (Technical Qualification only)", 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$426,177.00",03/27/2023,04/10/2023 05:00 PM,04/17/2023,05/01/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
03,23379,,No,Continuing Services Design Consultant,1,Technically Prequalified & Unlimited Audit required," 3.1-Minor Highway Design 
 4.1.2-Minor Bridge Design"," 4.1.1-Miscellaneous Structures 
 5.4-Bridge Load Rating 
 6.1-Traffic Engineering Studies 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.3-Intelligent Trans Traffic Engin. Communications 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies 
 9.4.2-Non-redundant Drilled Shaft Bridge Foundation Studies"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 5-Bridge Inspection 
 GROUP 8-Surveying and Mapping 
 GROUP 9-Soil Exploration, Material Testing, and Foundations","$5,000,000.00",07/18/2022,08/01/2022 05:00 PM,08/15/2022,09/19/2022, Letter of Response and Interview, Standard Note 8 
03,23380,,No,D/W Preliminary Geotechnical,1,Technically Prequalified & Unlimited Audit required," 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing"," 9.4.1-Standard Foundation Studies 
 9.4.2-Non-redundant Drilled Shaft Bridge Foundation Studies"," GROUP 9-Soil Exploration, Material Testing, and Foundations","$1,500,000.00",06/27/2022,07/12/2022 05:00 PM,07/18/2022,08/22/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 8 
03,23381,,No,Drainage Design Consultant Services,1,Technically Prequalified & Unlimited Audit required," 3.1-Minor Highway Design 
 3.2-Major Highway Design"," 2.0-Proj Development & Environmental (PD&E) Studies 
 4.1.1-Miscellaneous Structures 
 4.1.2-Minor Bridge Design 
 5.4-Bridge Load Rating 
 7.1-Signing, Pavement Marking & Channelization 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 5-Bridge Inspection 
 GROUP 8-Surveying and Mapping 
 GROUP 9-Soil Exploration, Material Testing, and Foundations","$5,000,000.00",07/05/2022,07/19/2022 05:00 PM,08/01/2022,09/06/2022, Letter of Response and Interview, Standard Note 8 
03,23382, 21783846201,No,SR 30A (US 98) PCB Pkwy from E of Nautilus to E of R Jackson,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$4,800,000.00",02/27/2023,03/13/2023 05:00 PM,03/20/2023,04/03/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10  
 Standard Note 13"
03,23383, 44987116201,No,CEI for Districtwide Rural Curve Initiative,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$510,572.00",03/06/2023,03/20/2023 05:00 PM,03/27/2023,04/10/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10  
 Standard Note 13"
03,23393,,No,Local Government Bridge Inspection Consultant,2,Technically Prequalified & Unlimited Audit required," 5.1-Conventional Bridge Inspection 
 5.2-Movable Bridge Inspection 
 5.3-Complex Bridge Inspection 
 5.4-Bridge Load Rating"," 4.1.2-Minor Bridge Design 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing"," GROUP 4-Highway Design - Bridges 
 GROUP 5-Bridge Inspection 
 GROUP 9-Soil Exploration, Material Testing, and Foundations","$4,660,000.00",03/07/2022,03/21/2022 05:00 PM,03/28/2022,05/09/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 8 
03,23398,,No,Design Group  23-04,2,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 4.1.1-Miscellaneous Structures 
 5.4-Bridge Load Rating 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 5-Bridge Inspection 
 GROUP 8-Surveying and Mapping","$1,295,000.00",03/28/2022,04/11/2022 05:00 PM,04/25/2022,05/31/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 8 
03,23399,,No,Districtwide Landscape Design Consultant,2,Technically Prequalified & Unlimited Audit required, 15.0-Landscape Architect," 3.1-Minor Highway Design 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying"," GROUP 3-Highway Design - Roadway 
 GROUP 8-Surveying and Mapping 
 GROUP 15-Landscape Architect","$1,500,000.00",03/21/2022,04/04/2022 05:00 PM,04/11/2022,05/23/2022, Letter of Response and Interview, Standard Note 8 
04,23401,,No,Continuing Services for Project Design,2,Technically Prequalified & Unlimited Audit required, 3.2-Major Highway Design," 2.0-Proj Development & Environmental (PD&E) Studies 
 3.1-Minor Highway Design 
 3.3-Controlled Access Highway Design 
 4.1.1-Miscellaneous Structures 
 4.1.2-Minor Bridge Design 
 4.2.1-Major Bridge Design - Concrete 
 4.2.2-Major Bridge Design - Steel 
 4.2.3-Major Bridge Design - Segmental 
 4.4-Movable Span Bridge Design 
 6.1-Traffic Engineering Studies 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.2-Intelligent Trans Systems Implementation 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies 
 15.0-Landscape Architect"," GROUP 4-Highway Design - Bridges 
 GROUP 7-Traffic Operations Design","$5,000,000.00",02/21/2022,03/07/2022 05:00 PM,03/28/2022,05/02/2022, Letter of Response and Interview, Standard Note 8 
04,23402,,No,Continuing Services for Project Design,2,Technically Prequalified & Unlimited Audit required, 3.2-Major Highway Design," 2.0-Proj Development & Environmental (PD&E) Studies 
 3.1-Minor Highway Design 
 3.3-Controlled Access Highway Design 
 4.1.1-Miscellaneous Structures 
 4.1.2-Minor Bridge Design 
 4.2.1-Major Bridge Design - Concrete 
 4.2.2-Major Bridge Design - Steel 
 4.2.3-Major Bridge Design - Segmental 
 4.4-Movable Span Bridge Design 
 6.1-Traffic Engineering Studies 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.2-Intelligent Trans Systems Implementation 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies 
 15.0-Landscape Architect"," GROUP 4-Highway Design - Bridges 
 GROUP 7-Traffic Operations Design","$5,000,000.00",02/21/2022,03/07/2022 05:00 PM,03/28/2022,05/02/2022, Letter of Response and Interview, Standard Note 8 
